quality_score,Species,Country of Origin,Farm Name,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,Expiration,Min_Altitude,Max_Altitude
82.08,Arabica,Colombia,,,3-059-1329,,1600 msnm,Cauca,Carlos Pechene / Jesús Pechene / Flor Chacón,275,70,Jan-11,"April 18th, 2011",CARCAFE LTDA CI,,Completed,,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,7.17,82,8%,1 full defects,0,,5 full defects,"April 17th, 2012",1600,1600
82,Arabica,Honduras,Las Moras,CIGRAH S.A DE C.V.,13-111-024,CIGRAH S.A DE C.V,1600,El Paraíso,Santos Fonseca,275,69,2017,"June 1st, 2017",Bismarck Castro,Caturra,Completed,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,82,12%,0 full defects,0,Green,1 full defects,"June 1st, 2018",1600,1600
82,Arabica,Honduras,Las Moras,CIGRAH S.A. DE C.V.,13-111-024,CIGRAH S.A DE C.V,1600,Guinope El Paraíso,Santos Fonseca,275,69,2016,"April 6th, 2017",Bismarck Castro,Caturra,Completed,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,82,10%,0 full defects,1,Green,7 full defects,"April 6th, 2018",1600,1600
82,Arabica,Brazil,Capoeirinha Farm,Dry mill,002/1660/0105,Ipanema Coffees,944,South of Minas Gerais,Ipanema Agricola,230,60,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Completed,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,7.5,82,11%,0 full defects,2,Green,3 full defects,"August 16th, 2017",944,944
82,Arabica,"Tanzania, United Republic Of",Family farm,,CA006,TAWOCA,1500-1800,Kilimanjaro,Mr & Mrs Didas Mallya,2,80,2015,"November 16th, 2015",Didas,Other,Completed,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10,10,10,7.42,82,13%,0 full defects,0,Green,20 full defects,"November 15th, 2016",1500,1800
82,Arabica,Laos,Club Green,Club Green,105,Kettles Coffee Roasters,1250m,Lao P.D.R.,HanYong Choi,1,2,2015,"November 5th, 2015",Minwook Ku,Other,Completed,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10,10,10,7.5,82,12%,0 full defects,0,Blue-Green,0 full defects,"November 4th, 2016",1250,1250
82,Arabica,"Tanzania, United Republic Of",Finca Estate,Finca Estate,C42,Finca Estate,1300- 1400,Meru,Finca Estate,1,60,2014,"December 18th, 2014",Finca Estate,Other,Completed,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10,10,10,7.5,82,12%,0 full defects,0,Green,3 full defects,"December 18th, 2015",1300,1400
82,Arabica,Malawi,Chikali,Mzuzu Coffee Coop Union,C120,Mzuzu Coffee Planters Coop Union,2500M,North of Mzuzu,Mzuzu Coffee Coop Union,16,60,2014,"October 31st, 2014",AFCA,Gesha,Completed,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10,10,10,7.33,82,13%,0 full defects,0,Bluish-Green,1 full defects,"October 31st, 2015",2500,2500
82,Arabica,Taiwan,"You Siang Coffee FarmTainan, Taiwan ????????","You Siang Coffee FarmTainan, Taiwan ????????",Taiwan,"RED ON TREE CO., LTD.",600M,"Dongshan Dist., Tainan City ??????",Chen Jin Lin ???,50,20,2013,"July 22nd, 2014","Lin, Che-Hao Krude ???",Typica,Completed,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10,10,10,7.75,82,9%,0 full defects,0,Green,0 full defects,"July 22nd, 2015",600,600
82,Arabica,Thailand,,Doi Tung Development Project,10704180,Doi Tung Development Project,800++,Thailand,Doi Tung Development Project,1,1,2013,"June 20th, 2014",Doi Tung Development Project,,Completed,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10,10,10,7.33,82,11%,0 full defects,0,Green,0 full defects,"June 20th, 2015",800,800
82,Arabica,Costa Rica,VARIOS,CORICAFE SA,5-0048-0144,CORICAFE S.A.,1200-1400,CENTRAL VALLEY - WEST VALLEY,VARIOS,250,1,2013,"June 9th, 2014",Eric Thormaehlen,Catuai,Completed,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10,10,10,7.33,82,10%,0 full defects,0,Green,4 full defects,"June 9th, 2015",1200,1400
82,Arabica,Honduras,BSR,Beneficio Santa Rosa S.A.,13-123-306,Beneficio Santa Rosa S.A.,1400 m.s.n.m.,Occidental,BSR,275,69,2014,"April 30th, 2014",Beneficio Santa Rosa,Caturra,Completed,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,7.17,82,11%,0 full defects,0,Green,5 full defects,"April 30th, 2015",1400,1400
82,Arabica,Colombia,,,3-37-2863,Racafe & Cia S.C.A,1800 - 2000,Huila,,250,70,2013,"September 13th, 2013",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,7.17,82,11%,0 full defects,0,Green,1 full defects,"September 13th, 2014",1800,2000
82,Arabica,Taiwan,Gao Chun Fang ???,Gao Chun Fang ???,Taiwan,"RED ON TREE CO., LTD.",600-700 M,"Dongshan Dist., Tainan City ??????","Lin Huang, A-Mien ???",30,10,2012,"June 3rd, 2013","Lin, Che-Hao Krude ???",Typica,Completed,Washed / Wet,7.42,7.58,7.33,7.42,8,7.5,9.33,10,10,7.42,82,12%,0 full defects,0,Bluish-Green,0 full defects,"June 3rd, 2014",600,700
82,Arabica,Brazil,Café do Paraíso,Café do Paraíso,??,Café do Paraíso,894m - 1183m,"Minas Gerais, BR",Café do Paraíso,1,2,2012,"May 21st, 2013",Owen Carver,Mundo Novo,Completed,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,7.67,82,11%,0 full defects,0,Blue-Green,0 full defects,"May 21st, 2014",894,1183
82,Arabica,Mexico,LA CEIBA,,1104355254,,940,COSCOMATEPEC,JORGE OCTAVIO ESCAMILLA PRADO,15,1,2012,"July 11th, 2012",JORGE OCTAVIO ESCAMILLA PRADO,Typica,Completed,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10,10,10,7.42,82,12%,0 full defects,0,Green,1 full defects,"July 11th, 2013",940,940
82,Arabica,Brazil,Campo das Flores,,002/1251/0237,NUCOFFEE,1000m,South of Minas Gerais,Vander Bonaccorsi,50,60,2012,"June 4th, 2012",NUCOFFEE,Mundo Novo,Completed,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,7.42,82,12%,0 full defects,0,Green,1 full defects,"June 4th, 2013",1000,1000
82,Arabica,Brazil,São José da Lagoa,,002/1251/0240,NUCOFFEE,1050m,Cerrado of Minas Gerais,José Hiroiti,75,60,2012,"April 11th, 2012",NUCOFFEE,Catuai,Completed,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10,10,10,7.42,82,11%,0 full defects,0,Blue-Green,1 full defects,"April 11th, 2013",1050,1050
82,Arabica,Guatemala,EL FARO,,11-08-1990,"ELFASA, S.A.",,SAN MARCOS,PAUL STAUDER,250,1,2012,"March 26th, 2012",Juan Luis Alvarado Romero,Bourbon,Completed,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,7.17,82,11%,0 full defects,0,Green,3 full defects,"March 26th, 2013",,
82,Arabica,Brazil,Santa Mariana/São Vicente,,001/1251/0253,NUCOFFEE,950m,South of Minas Gerais,Maria da Gloria Junqueira,53,60,2012,"February 17th, 2012",NUCOFFEE,Mundo Novo,Completed,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10,10,10,7.33,82,12%,0 full defects,0,Green,2 full defects,"February 16th, 2013",950,950
82,Arabica,Guatemala,Conquista/Morito,Beneficio Ixchel,11/23/0238,Coffee Resources Inc.,"4,600 ft.",Oriente,Conquista/Morito,250,2,2012,"February 1st, 2012",Felipe Isaza,Bourbon,Completed,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,7.42,82,0%,0 full defects,0,Green,10 full defects,"January 31st, 2013",,
82,Arabica,Colombia,,,3-37-2782,,De 1.600 a 1.950 msn,Huila,"Grupo Monserrate, La Plata",150,70,Mayo a Julio,"July 29th, 2011",Racafe & Cia S.C.A,Caturra,Completed,,7.33,7,7.08,7.42,7.5,7.67,10,10,10,8,82,7%,0 full defects,0,,2 full defects,"July 28th, 2012",1,1
81.92,Arabica,Guatemala,LA ESPERANZA,BENEFICIO IXCHELL,11/23/0633,"UNEX GUATEMALA, S.A.",1901,ORIENTE,"AGRICOLA EL PILAR, S.A.",25,69,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,7.58,81,10%,0 full defects,0,Green,1 full defects,"August 22nd, 2018",1901,1901
81.92,Arabica,Guatemala,LAS DELICIAS,BENEFICIO IXCHEL,11/23/0515,"UNEX GUATEMALA, S.A.",4000,SANTA ROSA,OTTO BECKER,50,69,2017,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,7.42,81,11%,0 full defects,2,Green,0 full defects,"June 22nd, 2018",4000,4000
81.92,Arabica,Honduras,Los Hicaques,CIGRAH S.A. DE C.V.,13-111-022,CIGRAH S.A DE C.V,1400,Comayagua,Reinerio Zepeda,274,67,2017,"June 1st, 2017",Bismarck Castro,Caturra,Completed,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,7.33,81,12%,0 full defects,0,Green,1 full defects,"June 1st, 2018",1400,1400
81.92,Arabica,Brazil,Santa Bárbara,Copag,02 / 143-0 / 0044,Volcafe Ltda.,1020,"Monte Carmelo, Cerrado",Múcio Cardoso,305,59,2016 / 2017,"October 26th, 2016",Gabriel Barbara,Catuai,Completed,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,7.5,81,11%,0 full defects,0,Green,4 full defects,"October 26th, 2017",1020,1020
81.92,Arabica,El Salvador,La Esperanza,San Miguel,09-032-86,Consejo Salvadoreño del Café,1250,El bálsamo - Quezaltepec,"Comercial Exportadora, S.A. de C.V.",275,69,2014,"May 5th, 2015",Consejo Salvadoreño del Café,Bourbon,Completed,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10,10,9.33,7.33,81,11%,0 full defects,0,Green,2 full defects,"May 4th, 2016",1250,1250
81.92,Arabica,Guatemala,LAS CEBOLLAS Y ANEXOS,LA CONQUISTA,11-973-59,Asociación Nacional del Café - Anacafe -,1300 A 1800 MTRS. A NIVEL DEL MAR,NUEVO ORIENTE,OVIDIO CARDONA,275,69,2015,"April 20th, 2015",Juan Luis Alvarado Romero,Catuai,Completed,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,81,11%,0 full defects,0,Green,7 full defects,"April 19th, 2016",1300,1300
81.92,Arabica,"Tanzania, United Republic Of",Mcomafa Farm No1155GR,Mcomafa,C13,Mcomafa Co. Ltd,1877,Mbeya,Mcomafa,114,60,2014,"January 6th, 2015",Mcomafa Co Ltd,Other,Completed,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10,10,10,7.42,81,12%,0 full defects,0,Green,4 full defects,"January 6th, 2016",1877,1877
81.92,Arabica,Zambia,Mubuyu Munali,,-,LUSSO COFFEE LAB,"1,000-1,500m",Mubuyu Estate,,13,2,2014,"June 20th, 2014",LUSSO LAB,SL28,Completed,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10,10,10,7.25,81,0%,1 full defects,0,,3 full defects,"June 20th, 2015",1,1
81.92,Arabica,Taiwan,Dragon Coffee ???,Dragon Coffee ???,,Blossom Valley????,1000 M,Taichung Xinshe ??????,Chen gui jiao ???,35,30,2012,"December 26th, 2013",CQI Taiwan ICP CQI??????,Typica,Completed,Other,7.5,7.5,7.42,7.25,7.5,7.5,10,10,10,7.25,81,11%,0 full defects,0,Green,0 full defects,"December 26th, 2014",1000,1000
81.92,Arabica,Mexico,VARIAS COMUNIDADES,PRODUCTORES DE CAFES ESPECIALES SC,2406,"FINCA TRIUNFO VERDE, S.C.",1300,CHIAPAS,VARIOS PRODUCTORES,450,1,2013,"March 29th, 2013",CALIXTO GUILLEN VAZQUEZ,Bourbon,Completed,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,7.25,81,12%,0 full defects,0,Green,6 full defects,"March 29th, 2014",1300,1300
81.92,Arabica,Mexico,PLATANAL,EN EL PLAN DE GUADALUPE,1700920709,,981,"CHAPULHUACAN, HIDALGO","PONCE RUBIO, VENANCIO",10,1,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Typica,Completed,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10,10,10,7.42,81,13%,2 full defects,0,None,7 full defects,"September 27th, 2013",981,981
81.92,Arabica,Mexico,TEXPANCO,"EN CHIATIPAN, MUNICIPIO DE HUAZALINGO",1702772190,,690,"HUAZALINGO, HIDALGO","FRANCISCO SAENZ, FERNANDO",10,1,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Mundo Novo,Completed,Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,7.58,81,14%,2 full defects,0,None,8 full defects,"September 27th, 2013",690,690
81.92,Arabica,Mexico,LA LAJA,LA LAJA PINILLOS VERACRUZ,1104402366,,1650,VERACRUZ,JUAN HERMILIO SAMPIERI CARCAMO,30,1,2012,"July 11th, 2012",JUAN HERMILIO SAMPIERI CARCAMO,Other,Completed,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,7.5,81,12%,0 full defects,0,Green,4 full defects,"July 11th, 2013",1650,1650
81.92,Arabica,Mexico,MATA LARGA,FINCA MATA LARGA,0,,1000,FORTÍN DE LAS FLORES,MODESTO LANDEROS FLORES,62,1,2012,"July 11th, 2012",MODESTO LANDEROS FLORES,Bourbon,Completed,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10,10,7.33,81,12%,0 full defects,0,Green,0 full defects,"July 11th, 2013",1000,1000
81.92,Arabica,Brazil,Sitío Corrego da Olaria/São Caetano,,002/1241/0244,NUCOFFEE,1100m,Grama Valley,Fioravante Malagutti,8,60,2012,"February 29th, 2012",NUCOFFEE,Mundo Novo,Completed,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,7.33,81,12%,0 full defects,0,Green,3 full defects,"February 28th, 2013",1100,1100
81.92,Arabica,Colombia,,Trilladora Bonanza - Armenia Quindio,3-068-141,,1600 m.s.n.m,Cundinamarca,Exportadora de Café Cóndor S.A,250,70,4T/2010,"February 1st, 2011",Exportadora de Cafe Condor S.A,,Completed,,7.67,7.33,7.33,7.58,7.33,7.33,10,10,10,7.33,81,9%,0 full defects,0,,1 full defects,"February 1st, 2012",1600,1600
81.83,Arabica,Guatemala,LA ESMERALDA,BENEFICIO IXCHELL,11/23/0634,"UNEX GUATEMALA, S.A.",518,ORIENTE,JESUS RAMIREZ,25,69,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,7.42,81,10%,1 full defects,0,Green,1 full defects,"August 22nd, 2018",518,518
81.83,Arabica,Costa Rica,Estate La Patricia,Micro Beneficio La Cabaña-Javier Meza,,Bold Coast Coffee,1900,Tarrazu,Manuel Montero,15,46,2016,"February 13th, 2017",Troy Quimby,Catuai,Completed,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,81,0%,1 full defects,0,Green,4 full defects,"February 13th, 2018",1900,1900
81.83,Arabica,Brazil,Helena,Copag,02/0143-0/0292,Volcafe Ltda.,973,Monte Carmelo - Cerrado,Helena Pingnatti Ricci,200,59,2016,"January 20th, 2017",Gabriel Barbara,Mundo Novo,Completed,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,7.33,81,11%,0 full defects,1,Green,3 full defects,"January 20th, 2018",973,973
81.83,Arabica,Indonesia,MUDAR,PT. OLAM INDONESIA,015/1969/008,PT. Olam Indonesia,1250,BALI,MUDAR,166,30,2015,"January 19th, 2017",Aulia Arif Syahri,Other,Completed,Other,7.75,7.83,7.58,7.75,7.92,7.83,10,10,10,5.17,81,11%,0 full defects,1,Green,0 full defects,"January 19th, 2018",1250,1250
81.83,Arabica,Guatemala,CHAPULTEPEC,BENEFICIO IXCHEL,11/23/0507,"UNEX GUATEMALA, S.A.",3280,NORTE,CHAPULTEPEC,130,69,2015,"August 2nd, 2016",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,81,10%,2 full defects,0,Green,6 full defects,"August 2nd, 2017",3280,3280
81.83,Arabica,Brazil,Rio Verde,Ipanema Comercial e Exportadora SA,002/4177/0150,Ipanema Coffees,1,South of Minas Gerais,Ipanema Agrícola SA,320,2,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Completed,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,7.75,81,0%,0 full defects,0,Green,1 full defects,"October 7th, 2016",1,1
81.83,Arabica,Brazil,Rio Verde,Ipanema Comercial e Exportadora SA,002/4177/0164,Ipanema Coffees,1,South of Minas Gerais,Ipanema Agrícola SA,300,2,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Completed,Natural / Dry,7.58,7,6.92,6.92,7.67,7.5,10,10,10,8.25,81,0%,0 full defects,0,Green,0 full defects,"October 7th, 2016",1,1
81.83,Arabica,Myanmar,Wat-Ka-Bu,,unspecified,,4001,Ywar Ngan,U Mg Mg,1,2,2015,"July 17th, 2015",U Mg Mg,Catuai,Completed,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,7.33,81,0%,0 full defects,0,Green,2 full defects,"July 16th, 2016",4001,4001
81.83,Arabica,Mexico,RANCHO BONITO,RANCHO BONITO,,AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,1350-1500,CHIAPAS,MARTINIANO A. MORENO ALVARADO,250,2,2015,"June 25th, 2015",VIRIDIANA,Catuai,Completed,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,7.42,81,11%,0 full defects,0,Green,7 full defects,"June 24th, 2016",1350,1500
81.83,Arabica,Honduras,CERRO BUENO,CADEXSA,13-63-301,CADEXSA,1400 MSNM,MARCALA,JOSE OMAR ACOSTA,275,1,2015,"May 12th, 2015",CADEXSA,Catuai,Completed,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,81,12%,0 full defects,0,Green,1 full defects,"May 11th, 2016",1400,1400
81.83,Arabica,Costa Rica,EL PATALILLO,EL PATALILLO,5-019-0118,"CAFETALERA INTERNACIONAL CAFINTER, S.A.",1200-1400 MASL,TRES RIOS,JOSE FRANCISCO GONZALEZ,275,18975,2015,"May 7th, 2015","CAFETALERA INTERNACIONAL CAFINTER, S.A.",Caturra,Completed,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10,10,10,7.42,81,9%,0 full defects,0,Green,0 full defects,"May 6th, 2016",1200,1400
81.83,Arabica,Taiwan,Gao Chun Fang ???,Gao Chun Fang ???,Taiwan,Taiwan Coffee Laboratory,700M,"Dongshan Dist., Tainan City ??????",LIN SIN JI ???,8,5,2014,"April 30th, 2015","Lin, Che-Hao Krude ???",Typica,Completed,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10,10,10,7.33,81,0%,0 full defects,0,Green,0 full defects,"April 29th, 2016",700,700
81.83,Arabica,Indonesia,Dozen small farmer,,15041753,Essence Coffee,1300m,Lington NiHuta,,300,10,2014,"March 21st, 2015",EssenceCoffee,Typica,Completed,Other,7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,7.42,81,11%,2 full defects,0,None,6 full defects,"March 20th, 2016",1300,1300
81.83,Arabica,Malawi,Kakoma,Mzuzu Coffee Coop Union,2,Mzuzu Coffee Planters Coop Union,1556M,Kakoma,Mzuzu Coffee Coop Union,24,60,2014,"October 31st, 2014",AFCA,Gesha,Completed,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,7.42,81,13%,0 full defects,0,Green,0 full defects,"October 31st, 2015",1556,1556
81.83,Arabica,Brazil,Rio Verde,Ipanema Coffees,002/1660/0065,Ipanema Coffees,1100,South Minas Gerais,Ipanema Agrícola SA,320,2,2014/2015,"October 15th, 2014",Ipanema Coffees,Bourbon,Completed,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,7.33,81,11%,0 full defects,0,Green,0 full defects,"October 15th, 2015",1100,1100
81.83,Arabica,Honduras,Gran Manzana y el Aguacate,CIGRAH SPS,13-111-311,CIGRAH,1350,Comayagua,"Tomás Sosa, Juan Damaso",275,1,2014,"May 16th, 2014",,Caturra,Completed,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,81,10%,0 full defects,0,Green,4 full defects,"May 16th, 2015",1350,1350
81.83,Arabica,Mexico,various small farms,Cafe Gourmet de Sierra Azul SC,0016-2814-0002,Globus Coffee,"1,550 meters","Siltepec el Triunfo, Chiapas, Mexico",various small producers,280,2,2014,"April 26th, 2014",Kurt Kappeli,Typica,Completed,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,81,11%,0 full defects,0,Green,0 full defects,"April 26th, 2015",1,1
81.83,Arabica,Colombia,,,3-37-2547,Racafe & Cia S.C.A,DE 1.600 A 1950 msnm,HUILA,LA PLATA,50,70,2013,"July 19th, 2013",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,81,0%,2 full defects,0,Bluish-Green,0 full defects,"July 19th, 2014",1,1
81.83,Arabica,United States (Hawaii),,,KF315210,Kona Pacific Farmers Cooperative,,KONA,,19,9.1125,2012,"March 6th, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Natural / Dry,7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,8,81,0%,1 full defects,0,Bluish-Green,1 full defects,"March 6th, 2014",,
81.83,Arabica,Brazil,SERTAO FARM,ARMAZENS GERAIS COCARIVE,002/1352/0159,Exportadora de Cafés Carmo de Minas LTDA,1250,SUL DE MINAS,NAZARETH DIAS PEREIRA,300,60,2012,"March 2nd, 2013",Jacques Pereira Carneiro,Bourbon,Completed,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81,12%,0 full defects,0,Bluish-Green,0 full defects,"March 2nd, 2014",1250,1250
81.83,Arabica,Guatemala,EL SACRAMENTO,BENEFICIO IXCHEL,11/23/0397,"UNEX (GUATEMALA),S.A",4300,ORIENTE,LUIS RODRIGUEZ,250,69,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,81,11%,0 full defects,0,Green,1 full defects,"February 26th, 2014",4300,4300
81.83,Arabica,Mexico,FINCA MUXBAL,ECC BENEFICIO VERACRUZ,1506543018,,1500,VERACRUZ,MARIA MAGDALENA LUETHJE Y GRIS,302,1,2012,"August 31st, 2012",CHRISTINA DUSING,Bourbon,Completed,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,7.25,81,12%,0 full defects,0,Green,2 full defects,"August 31st, 2013",1500,1500
81.83,Arabica,Mexico,EL DESEO,BENEFICIO EL GRANDE,1104363377,,1250,COAEPEC,JORGE FRANCISCO MARTINEZ HACHITY,15,1,2012,"July 11th, 2012",JORGE FRANCISCO MARTINEZ HACHITY,Typica,Completed,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,81,12%,0 full defects,0,Green,10 full defects,"July 11th, 2013",1250,1250
81.83,Arabica,Brazil,Cianorte,,002/1251/0361,,900-950m,Cerrado of Minas Gerais,Marilsa de Fatima Peternela,58,60,2011,"October 28th, 2011",NUCOFFEE,Mundo Novo,Completed,,7.33,7.67,7.25,7.5,7.5,7.25,10,10,10,7.33,81,2%,0 full defects,0,,2 full defects,"October 27th, 2012",900,950
81.83,Arabica,Colombia,,triladora Bonanza-armenia,3-68-0206,,1600-1800 msnm,huila,,250,70,1t/2011,"June 14th, 2011",Exportadora de Cafe Condor S.A,,Completed,,7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,7.33,81,5%,0 full defects,0,,0 full defects,"June 13th, 2012",1600,1800
81.75,Arabica,Guatemala,LAS MERCEDITAS,BENEFICIO IXCHEL,11/23/0514,"UNEX GUATEMALA, S.A.",1700,SAN MARCOS,ANGEL DE LEON,50,69,2017,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,81,11%,0 full defects,1,Green,1 full defects,"June 22nd, 2018",1700,1700
81.75,Arabica,Vietnam,APOLLO Estate,APOLLO Estate,,"Sunvirtue Co., Ltd.",1040,Vietnam,Richard Yeh,1,2,2014,"December 21st, 2015","Sunvirtue Co., Ltd.",Caturra,Completed,Washed / Wet,7,7.08,7.33,7.5,7.5,7.33,10,10,10,8,81,12%,0 full defects,0,Bluish-Green,0 full defects,"December 20th, 2016",1040,1040
81.75,Arabica,"Tanzania, United Republic Of",Ngorogoro Convenant Estate,Ngorogoro Convenant Estate,C15,Ngorogoro Convenant Estate,1500 - 1700,Ngorogoro,Ngorogoro Convenant Estate,1,60,2014,"January 8th, 2015",Ngorogoro Convenant Estate,Other,Completed,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,7.42,81,12%,0 full defects,0,Bluish-Green,4 full defects,"January 8th, 2016",1500,1700
81.75,Arabica,Mexico,LOS MAGUEYES,EN SANTA MARIA TEMAXCALAPA,1702772155,,774,"TENANGO DE DORIA, HIDALGO","PEREZ LEMUS, FELIX",10,1,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Bourbon,Completed,Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,7.5,81,13%,2 full defects,0,None,9 full defects,"September 27th, 2013",774,774
81.75,Arabica,Mexico,FINCA TEPICTLA,TEPICTLA Y XALAPA VERACRUZ,1104372561,,1250,TEPICTLA,SERGIO LANDA ALARCON,100,1,2012,"September 10th, 2012",SERGIO LANDA ALARCON,Mundo Novo,Completed,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,81,13%,0 full defects,0,Green,23 full defects,"September 10th, 2013",1250,1250
81.75,Arabica,Mexico,"ARROYO TRISTE, ARROYO TRISTE, SAN JOSE VISTA HERMOSA","ARROYO TRISTE, ARROYO TRISTE, SAN JOSE VISTA HERMOSA","2037240, 2037150,1400213685",,1100,OAXACA,"CENEN TORRES CORTES, AVELINO TORES CORTES, JUAN VENTURA GUZMAN",42,1,2012,"September 4th, 2012",DIEGO MANUEL WOOLRICH RAMIREZ,Typica,Completed,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,81,11%,0 full defects,0,Green,1 full defects,"September 4th, 2013",1100,1100
